player_name,name_in_home_country,date_of_birth,place_of_birth,age,height,citizenship,position,foot,player_agent,current_club,joined,contract_expires,date_of_last_contract_extension,outfitter,twitter,facebook,instagram,website,player_valuation,max_player_valuation,max_player_valuation_date,URL,query_date,tik_tok,on_loan_from,contract_there_expires,full_name,contract_option,x2nd_club
Ezequiel Bacher,Ezequiel Adrián Bacher,1996-04-26,Buenos Aires,27,1.9,Argentina,Goalkeeper,both,NA,CSD Tristan Suarez,2021-07-01,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2021-12-22,https://www.transfermarkt.com/ezequiel-bacher/profil/spieler/911683,2023-07-29,NA,NA,NA,NA,NA,NA
Joaquín Mendive,Joaquín Nicolás Mendive,1996-08-08,NA,26,1.83,Argentina Italy,Goalkeeper,right,no agent,CSD Tristan Suarez,2023-01-03,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2018-12-18,https://www.transfermarkt.com/joaquin-mendive/profil/spieler/520847,2023-07-29,NA,NA,NA,NA,NA,NA
Germán Pared,NA,2003-01-01,NA,20,NA,Argentina,Defender - Centre-Back,NA,WIN GOL,CSD Tristan Suarez,2023-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-17,https://www.transfermarkt.com/german-pared/profil/spieler/1121245,2023-07-29,NA,NA,NA,NA,NA,NA
Gabriel Fernández,NA,1993-04-03,La Banda,30,NA,Argentina,Defender - Centre-Back,right,NA,Club Deportivo Riestra,2023-06-16,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2020-02-17,https://www.transfermarkt.com/gabriel-fernandez/profil/spieler/441116,2023-07-29,NA,NA,NA,NA,NA,NA
Leandro Martínez Montagnoli,Leandro Matías Martínez Montagnoli,1987-04-21,Buenos Aires,36,1.87,Argentina,Defender - Centre-Back,right,NA,CSD Tristan Suarez,2023-01-01,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-28,https://www.transfermarkt.com/leandro-martinez-montagnoli/profil/spieler/249731,2023-07-29,NA,NA,NA,NA,NA,NA
Iago Iriarte,Iago Joaquín Iriarte,2000-05-29,NA,23,1.88,Argentina,Defender - Centre-Back,right,NA,CSD Tristan Suarez,2022-01-01,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-05,https://www.transfermarkt.com/iago-iriarte/profil/spieler/891771,2023-07-29,NA,NA,NA,NA,NA,NA
Paolo Impini,NA,1987-11-24,Larroque,35,1.86,Argentina,Defender - Centre-Back,right,NA,CSD Tristan Suarez,2023-01-03,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2021-05-17,https://www.transfermarkt.com/paolo-impini/profil/spieler/442676,2023-07-29,NA,NA,NA,NA,NA,NA
Thomas Ortega,Thomas Sebastián Ortega,2000-12-06,Rafael Calzada,22,1.85,Argentina,Defender - Left-Back,left,CAA Base Ltd,CSD Tristan Suarez,2023-02-07,2023-12-31,NA,NA,NA,NA,http://www.instagram.com/ortegathomas_/,NA,NA,NA,2021-10-20,https://www.transfermarkt.com/thomas-ortega/profil/spieler/742593,2023-07-29,NA,CA Independiente,-,NA,NA,NA
Maximiliano Oliva,Maximiliano Fernando Oliva,1990-03-16,Gobernador Crespo,33,1.73,Argentina,Defender - Left-Back,left,Universal Twenty Two,CSD Tristan Suarez,2022-01-24,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2008-12-20,https://www.transfermarkt.com/maximiliano-oliva/profil/spieler/55960,2023-07-29,NA,NA,NA,NA,NA,NA
Nicolás Pantaleone,NA,1993-02-18,Buenos Aires,30,1.79,Argentina,Defender - Centre-Back,left,Ariel Brandoni,CSD Tristan Suarez,2022-05-28,2023-12-31,NA,NA,http://twitter.com/nicopantaleone,NA,NA,NA,NA,NA,2017-02-13,https://www.transfermarkt.com/nicolas-pantaleone/profil/spieler/282690,2023-07-29,NA,NA,NA,NA,NA,NA
Cristian Chimino,Cristian Fernando Chimino,1988-02-09,Luján,35,1.78,Argentina,Defender - Right-Back,right,Score Futbol,Club Atlético Aldosivi,2023-06-13,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2016-02-06,https://www.transfermarkt.com/cristian-chimino/profil/spieler/143951,2023-07-29,NA,NA,NA,NA,NA,NA
Nicolás Álvarez,Nicolás Ariel Álvarez,1990-01-22,San Martín,33,1.76,Argentina,Defender - Right-Back,right,NA,CSD Tristan Suarez,2023-01-01,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2021-05-17,https://www.transfermarkt.com/nicolas-alvarez/profil/spieler/440171,2023-07-29,NA,NA,NA,NA,NA,NA
Ángel Almada,Ángel Azul Almada,2000-09-21,NA,22,NA,Argentina,midfield,NA,NA,CSD Tristan Suarez,2022-03-18,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-05,https://www.transfermarkt.com/angel-almada/profil/spieler/996005,2023-07-29,NA,NA,NA,NA,NA,NA
Rodrigo Vélez,Rodrigo Fernando Vélez,1991-02-09,Canning,32,1.69,Argentina,midfield - Defensive Midfield,right,NA,CSD Tristan Suarez,2023-01-01,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2021-12-22,https://www.transfermarkt.com/rodrigo-velez/profil/spieler/865443,2023-07-29,NA,NA,NA,NA,NA,NA
Tomás Pérez Serra,NA,1998-11-13,NA,24,1.86,Argentina,midfield - Defensive Midfield,right,NA,CSD Tristan Suarez,2023-01-01,2024-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-16,https://www.transfermarkt.com/tomas-perez-serra/profil/spieler/1030108,2023-07-29,NA,NA,NA,NA,NA,NA
Maximiliano Brambillo,Maximiliano Gabriel Brambillo,1996-12-20,NA,26,1.73,Argentina,midfield - Central Midfield,right,NA,CSD Tristan Suarez,2015-01-01,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-05,https://www.transfermarkt.com/maximiliano-brambillo/profil/spieler/873213,2023-07-29,NA,NA,NA,NA,NA,NA
Enzo Arreguín,Enzo Ariel Arreguín,1999-06-29,Ezeiza,24,1.9,Argentina,midfield - Right Midfield,right,NA,Club Social y Deportivo Madryn,2023-06-06,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-05,https://www.transfermarkt.com/enzo-arreguin/profil/spieler/876389,2023-07-29,NA,CSD Tristan Suarez,"Dec 31, 2023",NA,NA,NA
Mateo Montenegro,NA,1998-08-28,Santiago del Estero,24,NA,Argentina,midfield - Right Midfield,right,NA,CSD Tristan Suarez,2023-01-01,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-16,https://www.transfermarkt.com/mateo-montenegro/profil/spieler/728287,2023-07-29,NA,NA,NA,NA,NA,NA
Leonardo Villalba,Leonardo Enrique Villalba,1994-11-29,Buenos Aires,28,1.75,Argentina,midfield - Attacking Midfield,right,Score Futbol,CSD Tristan Suarez,2022-01-18,2023-12-31,NA,NA,NA,NA,http://www.instagram.com/leonardovillalba94/,NA,NA,NA,2019-08-06,https://www.transfermarkt.com/leonardo-villalba/profil/spieler/269817,2023-07-29,NA,NA,NA,NA,NA,NA
Patricio Núñez,NA,1999-04-19,NA,24,1.78,Argentina,midfield - Attacking Midfield,right,Lucio Corporation,CSD Tristan Suarez,2023-01-01,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-17,https://www.transfermarkt.com/patricio-nunez/profil/spieler/883285,2023-07-29,NA,NA,NA,NA,NA,NA
Braian Miranda,Braian Ezequiel Miranda,1993-01-19,Tigre,30,1.7,Argentina,midfield - Attacking Midfield,right,NA,CSD Tristan Suarez,2020-09-24,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2021-12-22,https://www.transfermarkt.com/braian-miranda/profil/spieler/723755,2023-07-29,NA,NA,NA,NA,NA,NA
Jesús Dátolo,Jesús Alberto Dátolo,1984-05-19,Carlos Spegazzini,39,1.75,Argentina Italy,midfield - Attacking Midfield,left,Leduar Football,CSD Tristan Suarez,2023-02-04,2023-12-31,NA,NA,NA,NA,NA,NA,NA,5000000,2009-09-21,https://www.transfermarkt.com/jesus-datolo/profil/spieler/30759,2023-07-29,NA,NA,NA,NA,NA,NA
Braian Maidana,Braian Ezequiel Maidana Talavera,1999-07-22,Isidro Casanova,24,1.7,Argentina,Attack - Left Winger,right,NA,CSD Tristan Suarez,2023-01-01,2024-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-05,https://www.transfermarkt.com/braian-maidana/profil/spieler/740024,2023-07-29,NA,CA Huracán,-,NA,NA,NA
Pablo Ruiz,Pablo Martín Ruiz,1987-07-17,Buenos Aires,36,1.77,Argentina,Attack - Left Winger,right,CAPITAL GROUP SM,CSD Tristan Suarez,2023-01-01,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2018-05-24,https://www.transfermarkt.com/pablo-ruiz/profil/spieler/68571,2023-07-29,NA,NA,NA,NA,NA,NA
Cristian Núñez,Cristian David Núñez Vázquez,2000-08-12,Itapé,22,1.7,Paraguay,Attack - Right Winger,right,NA,Club Social y Deportivo Madryn,2023-06-08,2024-06-30,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-16,https://www.transfermarkt.com/cristian-nunez/profil/spieler/830476,2023-07-29,NA,CA Huracán,-,NA,NA,NA
Juan Román Zarza,NA,2001-09-13,San Fernando,21,1.7,Argentina,Attack - Second Striker,right,DE 9 FÚTBOL,CSD Tristan Suarez,2023-02-07,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-26,https://www.transfermarkt.com/juan-roman-zarza/profil/spieler/842913,2023-07-29,NA,CA Independiente II,-,NA,NA,NA
Nicolás Messiniti,Nicolás Ariel Messiniti,1996-02-21,Buenos Aires,27,1.84,Argentina Italy,Attack - Centre-Forward,right,PROFUNDO Sports ...,CSD Tristan Suarez,2023-01-01,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2020-02-17,https://www.transfermarkt.com/nicolas-messiniti/profil/spieler/546692,2023-07-29,NA,CA Independiente,-,NA,NA,NA
Fernando Coniglio,NA,1991-11-24,Laborde,31,1.84,Argentina Italy,Attack - Centre-Forward,right,NA,CSD Tristan Suarez,2023-01-19,2023-12-31,NA,NA,NA,NA,NA,NA,NA,2800000,2017-10-09,https://www.transfermarkt.com/fernando-coniglio/profil/spieler/146929,2023-07-29,NA,CA Huracán,"Dec 31, 2023",NA,NA,NA
Gonzalo Bergessio,Gonzalo Rubén Bergessio,1984-07-20,Córdoba,39,1.79,Argentina,Attack - Centre-Forward,right,WIN GOL,CSD Tristan Suarez,2023-01-17,2023-12-31,NA,NA,NA,NA,NA,NA,NA,6000000,2009-09-04,https://www.transfermarkt.com/gonzalo-bergessio/profil/spieler/52328,2023-07-29,NA,NA,NA,NA,NA,NA
Bruno Galván,Bruno Gabriel Galván,1994-05-08,Buenos Aires,29,1.86,Argentina,Goalkeeper,right,NA,Club Deportivo Morón,2021-07-01,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-23,https://www.transfermarkt.com/bruno-galvan/profil/spieler/189428,2023-07-29,NA,NA,NA,NA,NA,NA
Josué Ayala,Josué Daniel Díaz Ayala,1988-05-30,Buenos Aires,35,1.84,Argentina,Goalkeeper,left,AREA SPORT TEAM,Without Club,2023-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-10-09,https://www.transfermarkt.com/josue-ayala/profil/spieler/55955,2023-07-29,NA,NA,NA,NA,NA,NA
Maximiliano Coronel,Maximiliano Ángel Coronel,1989-04-28,Buenos Aires,34,1.8,Argentina,Defender - Centre-Back,right,NA,Club Deportivo Morón,2023-01-01,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2016-02-06,https://www.transfermarkt.com/maximiliano-coronel/profil/spieler/125082,2023-07-29,NA,NA,NA,NA,NA,NA
Agustin Gómez,NA,1996-08-28,NA,26,1.87,Argentina,Defender - Centre-Back,both,NA,Club Deportivo Morón,2023-01-01,2024-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-17,https://www.transfermarkt.com/agustin-gomez/profil/spieler/524311,2023-07-29,NA,NA,NA,NA,NA,NA
Pablo Calderón,Pablo Ezequiel Calderón,1998-05-13,Hermoso Campo,25,1.87,Argentina,Defender - Centre-Back,both,Sport & Law Legal ...,Club Deportivo Morón,2023-01-01,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-29,https://www.transfermarkt.com/pablo-calderon/profil/spieler/706577,2023-07-29,NA,NA,NA,NA,NA,NA
Ramiro Arias,NA,1993-01-06,Trelew,30,1.7,Argentina,Defender - Left-Back,left,MVP Group,Without Club,2023-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-02-13,https://www.transfermarkt.com/ramiro-arias/profil/spieler/237049,2023-07-29,NA,NA,NA,NA,NA,NA
Nicolás Henry,NA,1998-08-28,NA,24,1.83,Argentina,Defender - Left-Back,left,NA,Club Deportivo Morón,2023-01-01,2024-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-17,https://www.transfermarkt.com/nicolas-henry/profil/spieler/570756,2023-07-29,NA,NA,NA,NA,NA,NA
Damián Adín,Damián Rubén Adín,1997-03-09,Berazategui,26,1.77,Argentina,Defender - Right-Back,right,WIN GOL,Club Deportivo Morón,2022-01-01,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-17,https://www.transfermarkt.com/damian-adin/profil/spieler/572895,2023-07-29,NA,Club Sportivo Dock Sud,-,NA,NA,NA
Ezequiel Schelotto,Matías Ezequiel Schelotto,1989-05-23,Buenos Aires,34,1.87,Italy Argentina,Defender - Right-Back,right,NA,Barletta 1922,2023-07-18,2024-06-30,NA,NA,http://twitter.com/GalgoSchelotto,NA,http://www.instagram.com/officialgalgo/,NA,NA,6500000,2012-05-22,https://www.transfermarkt.com/ezequiel-schelotto/profil/spieler/119164,2023-07-29,NA,NA,NA,NA,NA,NA
Sergio Ulibarri,Sergio Gerónimo Ulibarri,2001-08-02,NA,21,1.75,Argentina,Defender - Right-Back,right,NA,Club Deportivo Morón,2023-01-01,2024-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-17,https://www.transfermarkt.com/sergio-ulibarri/profil/spieler/908628,2023-07-29,NA,NA,NA,NA,NA,NA
Pablo Ferreira,NA,2004-10-23,NA,18,NA,Argentina,midfield,NA,NA,Club Deportivo Morón,2023-01-01,2025-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-17,https://www.transfermarkt.com/pablo-ferreira/profil/spieler/1006239,2023-07-29,NA,NA,NA,NA,NA,NA
Matías Ledesma,Matías Ignacio Ledesma,1999-03-30,NA,24,1.74,Argentina Spain,midfield - Defensive Midfield,both,EVEDE Management,Club Deportivo Morón,2020-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-05-17,https://www.transfermarkt.com/matias-ledesma/profil/spieler/841187,2023-07-29,NA,NA,NA,NA,NA,NA
Santiago Úbeda,NA,1996-04-06,San Rafael,27,1.7,Argentina,midfield - Central Midfield,right,ML Sports,Club Deportivo Morón,2023-01-01,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2020-02-17,https://www.transfermarkt.com/santiago-ubeda/profil/spieler/567673,2023-07-29,NA,NA,NA,NA,NA,NA
Santiago Coronel,Santiago Agustín Coronel,2000-07-12,Ituzaingó,23,1.7,Argentina,midfield - Central Midfield,right,Lucio Corporation,Club Deportivo Morón,2022-01-01,2023-12-31,2022-11-22,NA,NA,NA,NA,NA,NA,NA,2023-07-17,https://www.transfermarkt.com/santiago-coronel/profil/spieler/885622,2023-07-29,NA,CA Vélez Sarsfield II,-,NA,NA,NA
Diego Sosa,NA,1991-10-24,Tandil,31,1.68,Argentina,midfield - Right Midfield,right,NA,Club Deportivo Morón,2023-01-01,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2018-12-18,https://www.transfermarkt.com/diego-sosa/profil/spieler/345545,2023-07-29,NA,NA,NA,NA,NA,NA
Agustín Allione,Agustín Lionel Allione,1994-10-28,Amenábar,28,1.7,Argentina Italy,midfield - Attacking Midfield,right,no agent,Club Deportivo Morón,2023-01-05,2023-12-31,NA,NA,NA,NA,NA,NA,NA,3000000,2014-02-10,https://www.transfermarkt.com/agustin-allione/profil/spieler/189411,2023-07-29,NA,NA,NA,NA,NA,NA
Brian Orosco,Brian Ezequiel Orosco,1998-02-28,Mendoza,25,1.75,Argentina,midfield - Attacking Midfield,right,NA,Club Deportivo Morón,2023-01-26,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2020-02-17,https://www.transfermarkt.com/brian-orosco/profil/spieler/495124,2023-07-29,NA,Club Estudiantes de La Plata,-,NA,NA,NA
Gonzalo Berterame,NA,1996-07-11,Villa María,27,1.66,Argentina,midfield - Attacking Midfield,right,NA,Club Deportivo Morón,2023-01-01,2024-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2020-02-17,https://www.transfermarkt.com/gonzalo-berterame/profil/spieler/697651,2023-07-29,NA,NA,NA,NA,NA,NA
Gonzalo Salega,Gonzalo Matías Salega,1999-07-02,NA,24,1.67,Argentina,midfield - Attacking Midfield,right,NA,Club Deportivo Morón,2022-01-01,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-16,https://www.transfermarkt.com/gonzalo-salega/profil/spieler/971406,2023-07-29,NA,NA,NA,NA,NA,NA
Santiago Kubiszyn,Santiago Kubiszyn Fernández,2002-09-22,San Antonio de Padua,20,1.79,Argentina,midfield - Attacking Midfield,right,SinLimites SM,Club Deportivo Morón,2023-01-01,2024-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-17,https://www.transfermarkt.com/santiago-kubiszyn/profil/spieler/891696,2023-07-29,NA,NA,NA,NA,NA,NA
Leonardo Ramos,Leonardo Javier Ramos,1989-08-21,Merlo,33,1.86,Argentina,Attack - Centre-Forward,right,TG Warriors,Club Deportivo Morón,2022-06-09,2023-12-31,NA,NA,NA,NA,http://www.instagram.com/leoramoss9/,NA,NA,3000000,2019-02-08,https://www.transfermarkt.com/leonardo-ramos/profil/spieler/341298,2023-07-29,NA,NA,NA,NA,NA,NA
Ezequiel Rescaldani,Ezequiel Édison Rescaldani,1992-06-11,Leones,31,1.92,Argentina Italy,Attack - Centre-Forward,right,NA,Club Deportivo Morón,2023-01-01,2023-12-31,NA,NA,NA,NA,NA,NA,NA,2200000,2013-06-30,https://www.transfermarkt.com/ezequiel-rescaldani/profil/spieler/164477,2023-07-29,NA,NA,NA,NA,NA,NA
Franco García,Franco Natanael García Barboza,1998-05-30,Melo,25,1.78,Uruguay,Attack - Centre-Forward,right,NA,Club Deportivo Morón,2023-01-01,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2020-11-01,https://www.transfermarkt.com/franco-garcia/profil/spieler/570232,2023-07-29,NA,Club Atlético Fénix de Pilar,-,NA,NA,NA
Matías Borgogno,Matías Nahuel Borgogno,1998-08-21,San Francisco,24,1.88,Argentina Italy,Goalkeeper,right,Lucio Corporation,CA San Martín (San Juan),2023-01-19,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2021-02-08,https://www.transfermarkt.com/matias-borgogno/profil/spieler/592427,2023-07-29,NA,CA Vélez Sarsfield,-,NA,NA,NA
Mariano Monllor,NA,1989-02-28,Buenos Aires,34,1.85,Argentina,Goalkeeper,right,NA,CA San Martín (San Juan),2023-01-01,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-16,https://www.transfermarkt.com/mariano-monllor/profil/spieler/697403,2023-07-29,NA,NA,NA,NA,NA,NA
Federico Bonansea,NA,1998-03-13,Dalmacio Vélez Sarsfield,25,1.87,Argentina Italy,Goalkeeper,right,INSUA GROUP,CA San Martín (San Juan),2023-01-06,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2016-02-06,https://www.transfermarkt.com/federico-bonansea/profil/spieler/360203,2023-07-29,NA,NA,NA,NA,NA,NA
Agustín Heredia,Gastón Agustín Heredia,1997-06-16,Mendiolaza,26,1.92,Argentina,Defender - Centre-Back,right,BYP,CA San Martín (San Juan),2023-01-27,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2021-09-10,https://www.transfermarkt.com/agustin-heredia/profil/spieler/570420,2023-07-29,NA,CA Boca Juniors II,"Dec 31, 2024",NA,NA,NA
Augusto Aguirre,Augusto Ezequiel Aguirre,1999-08-02,Corrientes,23,1.84,Argentina,Defender - Centre-Back,right,Hernan Berman,CA San Martín (San Juan),2023-01-04,2023-12-31,NA,NA,NA,NA,http://www.instagram.com/augustoaguirre2/,NA,NA,NA,2023-07-17,https://www.transfermarkt.com/augusto-aguirre/profil/spieler/548467,2023-07-29,NA,NA,NA,NA,NA,NA
Abel Masuero,Abel Luis Masuero,1988-04-06,Ramona,35,1.85,Argentina,Defender - Centre-Back,right,Dodici,CA San Martín (San Juan),2023-01-03,2023-12-31,NA,NA,NA,NA,NA,NA,NA,1000000,2007-10-08,https://www.transfermarkt.com/abel-masuero/profil/spieler/56574,2023-07-29,NA,NA,NA,NA,NA,NA
José Villegas,José Carlos Villegas,1996-04-17,Colonia de General Alvear,27,1.9,Argentina,Defender - Centre-Back,right,MAGIC FC,CA San Martín (San Juan),2023-01-24,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2020-02-17,https://www.transfermarkt.com/jose-villegas/profil/spieler/717686,2023-07-29,NA,NA,NA,NA,NA,NA
Agustín Sienra,NA,1999-07-14,Capitán Bermúdez,24,1.85,Argentina,Defender - Centre-Back,left,Score Futbol,CA San Martín (San Juan),2023-01-02,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2021-02-08,https://www.transfermarkt.com/agustin-sienra/profil/spieler/814966,2023-07-29,NA,NA,NA,NA,NA,NA
Leonel Bontempo,Leonel Juan Daniel Bontempo,1992-11-01,Buenos Aires,30,1.72,Argentina Italy,Defender - Left-Back,left,SSSM,CA San Martín (San Juan),2023-01-05,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2016-02-06,https://www.transfermarkt.com/leonel-bontempo/profil/spieler/282610,2023-07-29,NA,NA,NA,NA,NA,NA
Alejandro Molina,Lorenzo Alejandro Molina,1997-08-10,NA,25,1.68,Argentina,Defender - Right-Back,right,NA,CA San Martín (San Juan),2023-01-01,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-17,https://www.transfermarkt.com/alejandro-molina/profil/spieler/538529,2023-07-29,NA,NA,NA,NA,NA,NA
Manuel Llano,Manuel Tadeo Llano Massa,1999-08-26,Rosario,23,1.84,Argentina Spain,Defender - Right-Back,right,TTMIB Worldwide,CA San Martín (San Juan),2023-01-04,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-11,https://www.transfermarkt.com/manuel-llano/profil/spieler/756811,2023-07-29,NA,CA Newell's Old Boys,-,NA,NA,NA
Jonathan Blanco,Jonathan Matías Blanco,1987-04-29,José Clemente Paz,36,1.86,Argentina,midfield - Defensive Midfield,right,NA,CA San Martín (San Juan),2023-01-12,2023-12-31,NA,NA,NA,NA,NA,NA,NA,1000000,2016-02-06,https://www.transfermarkt.com/jonathan-blanco/profil/spieler/68744,2023-07-29,NA,NA,NA,NA,NA,NA
Nicolás Pelaitay,NA,1992-12-27,9 de Julio,30,1.68,Argentina,midfield - Central Midfield,right,NA,CA San Martín (San Juan),2023-01-01,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2016-02-06,https://www.transfermarkt.com/nicolas-pelaitay/profil/spieler/269886,2023-07-29,NA,NA,NA,NA,NA,NA
Francisco Grahl,Francisco Guillermo Grahl,1992-09-14,San Justo,30,1.7,Argentina,midfield - Central Midfield,left,NA,CA San Martín (San Juan),2023-01-02,2023-12-31,NA,NA,NA,NA,http://www.instagram.com/franciscograhl/,NA,NA,NA,2021-06-11,https://www.transfermarkt.com/francisco-grahl/profil/spieler/494220,2023-07-29,NA,NA,NA,NA,NA,NA
Ezequiel González,Ezequiel Nicolás González,2001-04-11,NA,22,NA,Argentina,midfield - Central Midfield,right,NA,CA San Martín (San Juan),2023-01-01,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-16,https://www.transfermarkt.com/ezequiel-gonzalez/profil/spieler/863672,2023-07-29,NA,Club Atlético Belgrano,"Dec 31, 2024",NA,NA,NA
Cristian Ludueña,NA,2003-01-04,NA,20,1.69,Argentina,midfield - Central Midfield,right,SP,CA San Martín (San Juan),2023-01-01,2023-12-31,NA,NA,NA,NA,http://www.instagram.com/c.luduena40/,NA,NA,NA,2022-05-24,https://www.transfermarkt.com/cristian-luduena/profil/spieler/863388,2023-07-29,NA,Club Atlético Talleres II,-,NA,NA,NA
Leonel Álvarez,Leonel Dante Álvarez,1996-03-25,NA,27,1.66,Argentina,midfield - Left Midfield,left,NA,CA San Martín (San Juan),2022-01-01,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-16,https://www.transfermarkt.com/leonel-alvarez/profil/spieler/267716,2023-07-29,NA,NA,NA,NA,NA,NA
Cristian Sánchez,Cristián Hernán Sánchez,1991-10-02,Granadero Baigorria,31,1.77,Argentina,midfield - Attacking Midfield,left,NA,CA San Martín (San Juan),2023-01-04,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-16,https://www.transfermarkt.com/cristian-sanchez/profil/spieler/753620,2023-07-29,NA,NA,NA,NA,NA,NA
Sebastián González,Sebastián Emmanuel González,1992-03-04,Lomas de Zamora,31,1.66,Argentina,Attack - Left Winger,right,ProSoccer24,CA San Martín (San Juan),2022-01-12,2023-12-31,NA,NA,NA,NA,NA,NA,NA,1000000,2010-01-21,https://www.transfermarkt.com/sebastian-gonzalez/profil/spieler/106404,2023-07-29,NA,NA,NA,NA,NA,NA
Benjamin Borasi,NA,1997-11-11,Rojas,25,1.7,Argentina,Attack - Right Winger,right,NA,CA San Martín (San Juan),2023-01-13,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-17,https://www.transfermarkt.com/benjamin-borasi/profil/spieler/671539,2023-07-29,NA,CA Sarmiento (Junin),-,NA,Option to buy,NA
Lautaro Gordillo,Lautaro Franco Gordillo,1999-04-06,NA,24,1.83,Argentina,Attack - Centre-Forward,right,MVP Group,CA San Martín (San Juan),2023-02-03,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-16,https://www.transfermarkt.com/lautaro-gordillo/profil/spieler/577743,2023-07-29,NA,Club Ferro Carril Oeste,-,NA,NA,NA
Nicolas Franco,NA,1996-04-29,Azul,27,1.83,Argentina,Attack - Centre-Forward,right,Score Futbol,CA San Martín (San Juan),2022-01-22,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-28,https://www.transfermarkt.com/nicolas-franco/profil/spieler/441421,2023-07-29,NA,NA,NA,NA,NA,NA
Marcos Arturia,Marcos Luis Arturia,1998-02-08,Mendoza,25,1.78,Argentina,Attack - Centre-Forward,right,Luis Grillo y ...,CA San Martín (San Juan),2023-01-12,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2020-02-17,https://www.transfermarkt.com/marcos-arturia/profil/spieler/636440,2023-07-29,NA,NA,NA,NA,NA,NA
Matías Donato,NA,1999-01-15,NA,24,1.8,Argentina,Attack - Centre-Forward,right,SP,CA San Martín (San Juan),2023-01-01,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2021-12-22,https://www.transfermarkt.com/matias-donato/profil/spieler/639576,2023-07-29,NA,NA,NA,NA,NA,NA
